DateArretComptable;CodeSociete;CompteLocal;IDFournisseurExterne;CodeTache;CodeFolio;Libelle;Quantite;Type;Montant;Devise;DatePiece;NumeroPiece;TauxTVA;Nature1;Nature2;TypeTVA;DateEcheance;IdScanFacture;OrigineScanFacture;CodeRegion;SourceFileId;ApplicationSource
26/08/2026;0001;401050;0688;GL0019886Y;GAZ;Facture intragroupe CID 0688;0,00001;STANDARD;220,56;EUR;30/07/2026;0688K2608ZVV6;;;;;30/07/2026;;;B00000006G;FAC02_SRC_FACTURESFOURNISSEURS_310726-010538_ST_FAC02_639210567383139345_001;CID
26/08/2026;0001;602210;0688;GL0019886Y;GAZ;VENTE DE GAZ;0,00001;STANDARD;26,82;EUR;30/07/2026;0688K2608ZVV6;20,00;DEBOURS P1 GAZ STOCKAGE;;;30/07/2026;;;B00000006G;FAC02_SRC_FACTURESFOURNISSEURS_310726-010538_ST_FAC02_639210567383139345_001;CID
26/08/2026;0001;602210;0688;GL0019886Y;GAZ;VENTE DE GAZ;0,00001;STANDARD;73,65;EUR;30/07/2026;0688K2608ZVV6;20,00;DEBOURS P1 GAZ PARTIES FIXES;;;30/07/2026;;;B00000006G;FAC02_SRC_FACTURESFOURNISSEURS_310726-010538_ST_FAC02_639210567383139345_001;CID
26/08/2026;0001;602210;0688;GL0019886Y;GAZ;VENTE DE GAZ;0,00001;STANDARD;100,00;EUR;30/07/2026;0688K2608ZVV6;0,00;DEBOURS P1 GAZ PARTIES FIXES;;;30/07/2026;;;B00000006G;FAC02_SRC_FACTURESFOURNISSEURS_310726-010538_ST_FAC02_639210567383139345_001;CID
26/08/2026;0001;445660;0688;GL0019886Y;GAZ;Facture intragroupe CID 0688;0,00001;STANDARD;20,09;EUR;30/07/2026;0688K2608ZVV6;20,00;;;;30/07/2026;;;B00000006G;FAC02_SRC_FACTURESFOURNISSEURS_310726-010538_ST_FAC02_639210567383139345_001;CID
26/08/2026;0001;401050;0804;GL0028357Z;HAC;Facture intragroupe CID 0804;0,00001;STANDARD;8864,48;EUR;30/07/2026;0804O2608RTF0;;;;;30/07/2026;;;B00000003D;FAC02_SRC_FACTURESFOURNISSEURS_310726-010538_ST_FAC02_639210567383139345_001;CID
26/08/2026;0001;602210;0804;GL0028357Z;HAC;VENTE DE COMB STOCKABLE;4997,00000;STANDARD;7387,07;EUR;30/07/2026;0804O2608RTF0;20,00;DEBOURS P1 FIOUL DOMEST;;;30/07/2026;;;B00000003D;FAC02_SRC_FACTURESFOURNISSEURS_310726-010538_ST_FAC02_639210567383139345_001;CID
26/08/2026;0001;445660;0804;GL0028357Z;HAC;Facture intragroupe CID 0804;0,00001;STANDARD;1477,41;EUR;30/07/2026;0804O2608RTF0;20,00;;;;30/07/2026;;;B00000003D;FAC02_SRC_FACTURESFOURNISSEURS_310726-010538_ST_FAC02_639210567383139345_001;CID
26/08/2026;0001;401050;0804;GL0027322Y;HAC;Facture intragroupe CID 0804;0,00001;STANDARD;1106,84;EUR;30/07/2026;0804O2608RTF4;;;;;30/07/2026;;;B00000003D;FAC02_SRC_FACTURESFOURNISSEURS_310726-010538_ST_FAC02_639210567383139345_001;CID
26/08/2026;0001;602210;0804;GL0027322Y;HAC;VENTE DE COMB STOCKABLE;1922,00000;STANDARD;922,37;EUR;30/07/2026;0804O2608RTF4;20,00;DEBOURS P1 GAZ;;;30/07/2026;;;B00000003D;FAC02_SRC_FACTURESFOURNISSEURS_310726-010538_ST_FAC02_639210567383139345_001;CID
