Date d'arrêté comptable;Code société;Compte local;Identifiant founisseur externe;Code tâche;Code folio amont;Libellé;Quantité;Type;Montant;Devise;Date de la pièce;Numéro de pièce;Taux TVA;Nature1;Nature2;Type de TVA;Date d'échéance;Id scan facture;Origine scan facture;UO Dalkia
25/08/2026;0001;401100;90498-FRA78180;GK0028795X;VFF;Facture MOBILITY FLEET SERVICES F202607-1-00017 072026;0;STANDARD;1915,20;EUR;01/07/2026;F202607-1-00017;20,00;LOCATIONS AUTOMOBILES;;;;;;B00000001B
25/08/2026;0001;613512;90498-FRA78180;GK1520974E;VFF;Facture MOBILITY FLEET SERVICES F202607-1-00017 072026;1;STANDARD;1596,00;EUR;01/07/2026;F202607-1-00017;20,00;LOCATIONS AUTOMOBILES;;;;;;B00000001B
25/08/2026;0001;445661;90498-FRA78180;GK0028795X;VFF;Facture MOBILITY FLEET SERVICES F202607-1-00017 072026;0;STANDARD;319,20;EUR;01/07/2026;F202607-1-00017;20,00;LOCATIONS AUTOMOBILES;;;;;;B00000001B
25/08/2026;0001;401100;90498-FRA78180;GK0028795X;VFF;Facture MOBILITY FLEET SERVICES F202607-1-00018 072026;0;STANDARD;720,00;EUR;01/07/2026;F202607-1-00018;20,00;LOCATIONS AUTOMOBILES;;;;;;B00000001B
25/08/2026;0001;613512;90498-FRA78180;GK1520974E;VFF;Facture MOBILITY FLEET SERVICES F202607-1-00018 072026;1;STANDARD;600,00;EUR;01/07/2026;F202607-1-00018;20,00;LOCATIONS AUTOMOBILES;;;;;;B00000001B
25/08/2026;0001;445661;90498-FRA78180;GK0028795X;VFF;Facture MOBILITY FLEET SERVICES F202607-1-00018 072026;0;STANDARD;120,00;EUR;01/07/2026;F202607-1-00018;20,00;LOCATIONS AUTOMOBILES;;;;;;B00000001B
25/08/2026;0001;401100;90498-FRA78180;GK0028795X;VFF;Facture MOBILITY FLEET SERVICES F202607-1-00022 072026;0;STANDARD;10578,00;EUR;01/07/2026;F202607-1-00022;20,00;LOCATIONS AUTOMOBILES;;;;;;B00000001B
25/08/2026;0001;613512;90498-FRA78180;GK1520974E;VFF;Facture MOBILITY FLEET SERVICES F202607-1-00022 072026;1;STANDARD;8815,00;EUR;01/07/2026;F202607-1-00022;20,00;LOCATIONS AUTOMOBILES;;;;;;B00000001B
25/08/2026;0001;445661;90498-FRA78180;GK0028795X;VFF;Facture MOBILITY FLEET SERVICES F202607-1-00022 072026;0;STANDARD;1763,00;EUR;01/07/2026;F202607-1-00022;20,00;LOCATIONS AUTOMOBILES;;;;;;B00000001B
25/08/2026;0001;401100;90498-FRA78180;GK0028795X;VFF;Facture MOBILITY FLEET SERVICES F202607-1-00024 072026;0;STANDARD;396,97;EUR;01/07/2026;F202607-1-00024;20,00;LOCATIONS AUTOMOBILES;;;;;;B00000001B
25/08/2026;0001;613512;90498-FRA78180;GK0001575P;VFF;Facture MOBILITY FLEET SERVICES F202607-1-00024 072026;1;STANDARD;330,81;EUR;01/07/2026;F202607-1-00024;20,00;LOCATIONS AUTOMOBILES;;;;;;B00000001B
25/08/2026;0001;445661;90498-FRA78180;GK0028795X;VFF;Facture MOBILITY FLEET SERVICES F202607-1-00024 072026;0;STANDARD;66,16;EUR;01/07/2026;F202607-1-00024;20,00;LOCATIONS AUTOMOBILES;;;;;;B00000001B
25/08/2026;0001;401100;90498-FRA78180;GK0028795X;VFF;Facture MOBILITY FLEET SERVICES F202607-1-00025 072026;0;STANDARD;364,25;EUR;01/07/2026;F202607-1-00025;20,00;LOCATIONS AUTOMOBILES;;;;;;B00000001B
25/08/2026;0001;613512;90498-FRA78180;GK0001616L;VFF;Facture MOBILITY FLEET SERVICES F202607-1-00025 072026;1;STANDARD;303,54;EUR;01/07/2026;F202607-1-00025;20,00;LOCATIONS AUTOMOBILES;;;;;;B00000001B
25/08/2026;0001;445661;90498-FRA78180;GK0028795X;VFF;Facture MOBILITY FLEET SERVICES F202607-1-00025 072026;0;STANDARD;60,71;EUR;01/07/2026;F202607-1-00025;20,00;LOCATIONS AUTOMOBILES;;;;;;B00000001B
25/08/2026;0001;401100;90498-FRA78180;GK0028795X;VFF;Facture MOBILITY FLEET SERVICES F202607-1-00026 072026;0;STANDARD;388,87;EUR;01/07/2026;F202607-1-00026;20,00;LOCATIONS AUTOMOBILES;;;;;;B00000001B
25/08/2026;0001;613512;90498-FRA78180;GK0001598R;VFF;Facture MOBILITY FLEET SERVICES F202607-1-00026 072026;1;STANDARD;324,06;EUR;01/07/2026;F202607-1-00026;20,00;LOCATIONS AUTOMOBILES;;;;;;B00000001B
25/08/2026;0001;445661;90498-FRA78180;GK0028795X;VFF;Facture MOBILITY FLEET SERVICES F202607-1-00026 072026;0;STANDARD;64,81;EUR;01/07/2026;F202607-1-00026;20,00;LOCATIONS AUTOMOBILES;;;;;;B00000001B
25/08/2026;0001;401100;90498-FRA78180;GK0028795X;VFF;Facture MOBILITY FLEET SERVICES F202607-1-00027 072026;0;STANDARD;144,00;EUR;01/07/2026;F202607-1-00027;20,00;LOCATIONS AUTOMOBILES;;;;;;B00000001B
25/08/2026;0001;613512;90498-FRA78180;GK0342651B;VFF;Facture MOBILITY FLEET SERVICES F202607-1-00027 072026;1;STANDARD;144,00;EUR;01/07/2026;F202607-1-00027;20,00;LOCATIONS AUTOMOBILES;;;;;;B00000001B
