12575534;FA33564970/A;CREDIT;2026-07-01T00:00:00;;1616;;;1464;;-495.90;EUR;;;;;;HAF2608CREDIT - FA33564970/A;;;2026-08-27T09:12:04;1277;1277;2026-08-27T09:12:04;1277;;;;PRN-AAVS000453-CHAR-FA33564970.pdf;;;;;;HAF;PRN01_SRC_FACTURESFOURNISSEURS_20260826_210251;;PRN;;;;JE.FR.APXIISIM.TAX_RULE;CRE/M;;;;;;;;;;;;;;;;;;;;;AMONTS;;;EMU FIXED;2026-08-27T09:12:04;1;EUR;;PIRENE;;;TIERS;;;2026-08-26T00:00:00;5672;;;281;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;DOS0804;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12575535;FA33564970/C;STANDARD;2026-07-01T00:00:00;;1616;;;1464;;496.30;EUR;;;;;;HAF2608STANDARD - FA33564970/C;;;2026-08-27T09:12:04;1277;1277;2026-08-27T09:12:04;1277;;;;PRN-FVS0084826-CHAR-FA33564970.pdf;;;;;;HAF;PRN01_SRC_FACTURESFOURNISSEURS_20260826_210251;;PRN;;;;JE.FR.APXIISIM.TAX_RULE;CRE/M;;;;;;;;;;;;;;;;;;;;;AMONTS;;;EMU FIXED;2026-08-27T09:12:04;1;EUR;;PIRENE;;;TIERS;;;2026-08-26T00:00:00;5672;;;281;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;DOS0804;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
