PRE;0001;DOS;0;30/07/2026;421000;0;0;;0
PRE;0001;DRW;0;30/07/2026;421000;0;0;;0
PRE;0001;DSW;0;30/07/2026;421000;0;0;;0
PRE;0001;DCW;0;30/07/2026;421000;0;0;;0
PRE;0001;DNA;0;30/07/2026;421000;0;0;;0
PRE;0001;DLS;0;30/07/2026;421000;0;0;;0
PRE;0001;DEW;0;30/07/2026;421000;0;0;;0
PRE;0001;DMS;0;30/07/2026;421000;0;0;;0
PRE;0001;DOS;0;30/07/2026;424650;0;0;;0
PRE;0001;DRW;0;30/07/2026;424650;0;0;;0
PRE;0001;DSW;0;30/07/2026;424650;0;0;;0
PRE;0001;DLS;0;30/07/2026;424650;0;0;;0
PRE;0001;DMS;0;30/07/2026;424650;0;0;;0
PRE;0001;DRW;0;30/07/2026;424660;0;0;;0
PRE;0001;DOS;0;30/07/2026;425000;06887L;0;;0
PRE;0001;DRW;0;30/07/2026;425000;18361J;0;;0
PRE;0001;DRW;0;30/07/2026;425000;23028A;0;;0
PRE;0001;DRW;0;30/07/2026;425000;32909B;0;;0
PRE;0001;DRW;0;30/07/2026;425000;34100T;0;;0
PRE;0001;DOS;0;30/07/2026;425000;35314R;0;;0
PRE;0001;DMS;0;30/07/2026;425000;36203K;0;;0
PRE;0001;DEW;0;30/07/2026;425000;37664H;0;;0
PRE;0001;DRW;0;30/07/2026;425000;38908W;0;;0
PRE;0001;DNA;0;30/07/2026;425000;39040T;0;;0
PRE;0001;DRW;0;30/07/2026;425000;41417X;0;;0
PRE;0001;DRW;0;30/07/2026;425000;41468N;0;;0
PRE;0001;DEW;0;30/07/2026;425000;41533Z;0;;0
PRE;0001;DRW;0;30/07/2026;425000;42279E;0;;0
PRE;0001;DNA;0;30/07/2026;425000;42567J;0;;0
PRE;0001;DRW;0;30/07/2026;425000;42842X;0;;0
PRE;0001;DRW;0;30/07/2026;425000;42951P;0;;0
PRE;0001;DMS;0;30/07/2026;425000;46489W;0;;0
PRE;0001;DRW;0;30/07/2026;425000;47211W;0;;0
PRE;0001;DRW;0;30/07/2026;425000;47448F;0;;0
PRE;0001;DRW;0;30/07/2026;425000;48802N;0;;0
PRE;0001;DRW;0;30/07/2026;425000;50125D;0;;0
PRE;0001;DSW;0;30/07/2026;425000;52288A;0;;0
PRE;0001;DOS;0;30/07/2026;425000;53628N;0;;0
PRE;0001;DRW;0;30/07/2026;425000;53823W;0;;0
PRE;0001;DRW;0;30/07/2026;425000;54057C;0;;0
PRE;0001;DRW;0;30/07/2026;425000;54614K;0;;0
PRE;0001;DRW;0;30/07/2026;425000;54621W;0;;0
PRE;0001;DRW;0;30/07/2026;425000;54824L;0;;0
PRE;0001;DCW;0;30/07/2026;425000;54869X;0;;0
PRE;0001;DRW;0;30/07/2026;425000;55657H;0;;0
PRE;0001;DRW;0;30/07/2026;425000;56583B;0;;0
PRE;0001;DEW;0;30/07/2026;425000;56987H;0;;0
PRE;0001;DMS;0;30/07/2026;425000;56994S;0;;0
PRE;0001;DLS;0;30/07/2026;425000;57176F;0;;0
PRE;0001;DRW;0;30/07/2026;425000;57390N;0;;0
PRE;0001;DRW;0;30/07/2026;425000;57444J;0;;0
PRE;0001;DMS;0;30/07/2026;425000;57902L;0;;0
PRE;0001;DNA;0;30/07/2026;425000;58158Z;0;;0
