Date d'arrêté comptable;Code société;Compte local;Identifiant founisseur externe;Code tâche;Code folio amont;Libellé;Quantité;Type;Montant;Devise;Date de la pièce;Numéro de pièce;Taux TVA;Nature1;Nature2;Type de TVA;Date d'échéance;Id scan facture;Origine scan facture;UO Dalkia
25/08/2026;0476;401100;24693-FRA38403;GK0001470W;VFF;Facture TOTAL F6A48430 032026;0;STANDARD;123,30;EUR;31/03/2026;F6A48430;20,00;CARBURANT ET LUBRIFIANT;;;;;;B00000007H
25/08/2026;0476;606105;24693-FRA38403;GK0001553P;VFF;Facture TOTAL F6A48430 032026;3;STANDARD;102,75;EUR;31/03/2026;F6A48430;20,00;CARBURANT ET LUBRIFIANT;;;;;;B00000007H
25/08/2026;0476;445661;24693-FRA38403;GK0001470W;VFF;Facture TOTAL F6A48430 032026;0;STANDARD;20,55;EUR;31/03/2026;F6A48430;20,00;CARBURANT ET LUBRIFIANT;;;;;;B00000007H
25/08/2026;0800;401100;24693-FRA38403;GK0066215V;VFF;Facture TOTAL F6A28566 032026;0;STANDARD;3217,18;EUR;31/03/2026;F6A28566;20,00;CARBURANT ET LUBRIFIANT;;;;;;B00000007H
25/08/2026;0800;606105;24693-FRA38403;GK1240912C;VFF;Facture TOTAL F6A28566 032026;17;STANDARD;885,94;EUR;31/03/2026;F6A28566;20,00;CARBURANT ET LUBRIFIANT;;;;;;B00000007H
25/08/2026;0800;606105;24693-FRA38403;GK0217798Y;VFF;Facture TOTAL F6A28566 032026;6;STANDARD;227,22;EUR;31/03/2026;F6A28566;20,00;CARBURANT ET LUBRIFIANT;;;;;;B00000007H
25/08/2026;0800;606105;24693-FRA38403;GK1241076N;VFF;Facture TOTAL F6A28566 032026;8;STANDARD;456,02;EUR;31/03/2026;F6A28566;20,00;CARBURANT ET LUBRIFIANT;;;;;;B00000007H
25/08/2026;0800;606105;24693-FRA38403;GK0217799Z;VFF;Facture TOTAL F6A28566 032026;10;STANDARD;725,97;EUR;31/03/2026;F6A28566;20,00;CARBURANT ET LUBRIFIANT;;;;;;B00000007H
25/08/2026;0800;606105;24693-FRA38403;GK1240918J;VFF;Facture TOTAL F6A28566 032026;9;STANDARD;386,46;EUR;31/03/2026;F6A28566;20,00;CARBURANT ET LUBRIFIANT;;;;;;B00000007H
25/08/2026;0800;606105;24693-FRA38403;GK0001457F;VFF;Facture TOTAL F6A28566 032026;1;STANDARD;0,72;EUR;31/03/2026;F6A28566;20,00;CARBURANT ET LUBRIFIANT;;;;;;B00000007H
25/08/2026;0800;445661;24693-FRA38403;GK0066215V;VFF;Facture TOTAL F6A28566 032026;0;STANDARD;534,85;EUR;31/03/2026;F6A28566;20,00;CARBURANT ET LUBRIFIANT;;;;;;B00000007H
25/08/2026;0930;401100;24693-FRA38403;GK0001479F;VFF;Facture TOTAL F6A68549 032026;0;STANDARD;2163,30;EUR;31/03/2026;F6A68549;20,00;CARBURANT ET LUBRIFIANT;;;;;;B00000007H
25/08/2026;0930;606105;24693-FRA38403;GK0001546G;VFF;Facture TOTAL F6A68549 032026;57;STANDARD;1705,40;EUR;31/03/2026;F6A68549;20,00;CARBURANT ET LUBRIFIANT;;;;;;B00000007H
25/08/2026;0930;606105;24693-FRA38403;GK0001543D;VFF;Facture TOTAL F6A68549 032026;5;STANDARD;115,46;EUR;31/03/2026;F6A68549;20,00;CARBURANT ET LUBRIFIANT;;;;;;B00000007H
25/08/2026;0930;445661;24693-FRA38403;GK0001479F;VFF;Facture TOTAL F6A68549 032026;0;STANDARD;342,45;EUR;31/03/2026;F6A68549;20,00;CARBURANT ET LUBRIFIANT;;;;;;B00000007H
25/08/2026;0119;401100;24693-FRA38403;GK0028804G;VFF;Facture TOTAL F6985909 032026;0;STANDARD;16556,66;EUR;31/03/2026;F6985909;20,00;CARBURANT ET LUBRIFIANT;;;;;;B00000001B
25/08/2026;0119;606105;24693-FRA38403;GK0463310N;VFF;Facture TOTAL F6985909 032026;25;STANDARD;809,57;EUR;31/03/2026;F6985909;20,00;CARBURANT ET LUBRIFIANT;;;;;;B00000001B
25/08/2026;0119;606106;24693-FRA38403;GK0463340Y;VFF;Facture TOTAL F6985909 032026;23;STANDARD;762,51;EUR;31/03/2026;F6985909;20,00;RECHARGE ELEC;;;;;;B00000001B
25/08/2026;0119;615510;24693-FRA38403;GK0618355B;VFF;Facture TOTAL F6985909 032026;51;STANDARD;1680,21;EUR;31/03/2026;F6985909;20,00;ENTRETIEN  ET AMENAG.DIVERS;;;;;;B00000001B
25/08/2026;0119;615510;24693-FRA38403;GK0463284J;VFF;Facture TOTAL F6985909 032026;32;STANDARD;713,96;EUR;31/03/2026;F6985909;20,00;ENTRETIEN  ET AMENAG.DIVERS;;;;;;B00000001B
25/08/2026;0119;606105;24693-FRA38403;GK0850143X;VFF;Facture TOTAL F6985909 032026;6;STANDARD;217,20;EUR;31/03/2026;F6985909;20,00;CARBURANT ET LUBRIFIANT;;;;;;B00000001B
25/08/2026;0119;606106;24693-FRA38403;GK0499459S;VFF;Facture TOTAL F6985909 032026;3;STANDARD;13,22;EUR;31/03/2026;F6985909;20,00;RECHARGE ELEC;;;;;;B00000001B
25/08/2026;0119;606106;24693-FRA38403;GK0513010R;VFF;Facture TOTAL F6985909 032026;12;STANDARD;163,99;EUR;31/03/2026;F6985909;20,00;RECHARGE ELEC;;;;;;B00000001B
25/08/2026;0119;606105;24693-FRA38403;GK0566736T;VFF;Facture TOTAL F6985909 032026;4;STANDARD;104,90;EUR;31/03/2026;F6985909;20,00;CARBURANT ET LUBRIFIANT;;;;;;B00000001B
25/08/2026;0119;606105;24693-FRA38403;GK1150333X;VFF;Facture TOTAL F6985909 032026;7;STANDARD;401,70;EUR;31/03/2026;F6985909;20,00;CARBURANT ET LUBRIFIANT;;;;;;B00000001B
25/08/2026;0119;615510;24693-FRA38403;GK0463486N;VFF;Facture TOTAL F6985909 032026;9;STANDARD;272,44;EUR;31/03/2026;F6985909;20,00;ENTRETIEN  ET AMENAG.DIVERS;;;;;;B00000001B
25/08/2026;0119;606105;24693-FRA38403;GK0463045M;VFF;Facture TOTAL F6985909 032026;3;STANDARD;76,57;EUR;31/03/2026;F6985909;20,00;CARBURANT ET LUBRIFIANT;;;;;;B00000001B
25/08/2026;0119;606105;24693-FRA38403;GK1150329S;VFF;Facture TOTAL F6985909 032026;16;STANDARD;606,41;EUR;31/03/2026;F6985909;20,00;CARBURANT ET LUBRIFIANT;;;;;;B00000001B
25/08/2026;0119;606106;24693-FRA38403;GK0853800C;VFF;Facture TOTAL F6985909 032026;30;STANDARD;499,91;EUR;31/03/2026;F6985909;20,00;RECHARGE ELEC;;;;;;B00000001B
25/08/2026;0119;606105;24693-FRA38403;GK0463452A;VFF;Facture TOTAL F6985909 032026;6;STANDARD;304,43;EUR;31/03/2026;F6985909;20,00;CARBURANT ET LUBRIFIANT;;;;;;B00000001B
25/08/2026;0119;606105;24693-FRA38403;GK0922805S;VFF;Facture TOTAL F6985909 032026;3;STANDARD;130,96;EUR;31/03/2026;F6985909;20,00;CARBURANT ET LUBRIFIANT;;;;;;B00000001B
25/08/2026;0119;606106;24693-FRA38403;GK1443047B;VFF;Facture TOTAL F6985909 032026;7;STANDARD;39,75;EUR;31/03/2026;F6985909;20,00;RECHARGE ELEC;;;;;;B00000001B
25/08/2026;0119;606105;24693-FRA38403;GK0499447D;VFF;Facture TOTAL F6985909 032026;6;STANDARD;310,31;EUR;31/03/2026;F6985909;20,00;CARBURANT ET LUBRIFIANT;;;;;;B00000001B
25/08/2026;0119;606106;24693-FRA38403;GK1038532A;VFF;Facture TOTAL F6985909 032026;8;STANDARD;51,94;EUR;31/03/2026;F6985909;20,00;RECHARGE ELEC;;;;;;B00000001B
25/08/2026;0119;606106;24693-FRA38403;GK1443014N;VFF;Facture TOTAL F6985909 032026;6;STANDARD;54,15;EUR;31/03/2026;F6985909;20,00;RECHARGE ELEC;;;;;;B00000001B
25/08/2026;0119;606106;24693-FRA38403;GK1442587D;VFF;Facture TOTAL F6985909 032026;4;STANDARD;35,54;EUR;31/03/2026;F6985909;20,00;RECHARGE ELEC;;;;;;B00000001B
25/08/2026;0119;606106;24693-FRA38403;GK0364558W;VFF;Facture TOTAL F6985909 032026;34;STANDARD;813,71;EUR;31/03/2026;F6985909;20,00;RECHARGE ELEC;;;;;;B00000001B
25/08/2026;0119;606106;24693-FRA38403;GK0342651B;VFF;Facture TOTAL F6985909 032026;10;STANDARD;116,61;EUR;31/03/2026;F6985909;20,00;RECHARGE ELEC;;;;;;B00000001B
25/08/2026;0119;606106;24693-FRA38403;GK1150328R;VFF;Facture TOTAL F6985909 032026;14;STANDARD;336,74;EUR;31/03/2026;F6985909;20,00;RECHARGE ELEC;;;;;;B00000001B
