411150;0065898H;+;D;42631.00;CLIENT;0;SI_AMT_FACTURE
707000;;+;C;35526.00;PRODUIT;1;
445710;;+;C;7105.00;GESTION;2;
411150;0065898H;+;D;23988.00;CLIENT;0;SI_AMT_FACTURE
707000;;+;C;19990.00;PRODUIT;1;
445710;;+;C;3998.00;GESTION;2;
411150;0065898H;+;D;41266.00;CLIENT;0;SI_AMT_FACTURE
707000;;+;C;34388.00;PRODUIT;1;
445710;;+;C;6878.00;GESTION;2;
411150;0471474I;+;D;21357.00;CLIENT;0;SI_AMT_FACTURE
707000;;+;C;17798.00;PRODUIT;1;
445710;;+;C;3559.00;GESTION;2;
411150;0471474I;+;D;50114.00;CLIENT;0;SI_AMT_FACTURE
707000;;+;C;41761.00;PRODUIT;1;
445710;;+;C;8353.00;GESTION;2;
411150;0328297W;+;D;8593.00;CLIENT;0;SI_AMT_FACTURE
707000;;+;C;7161.00;PRODUIT;1;
445710;;+;C;1432.00;GESTION;2;
411150;0328297W;+;D;12407.00;CLIENT;0;SI_AMT_FACTURE
707000;;+;C;10339.00;PRODUIT;1;
445710;;+;C;2068.00;GESTION;2;
411150;0328297W;+;D;6996.00;CLIENT;0;SI_AMT_FACTURE
707000;;+;C;5830.00;PRODUIT;1;
445710;;+;C;1166.00;GESTION;2;
411150;0328297W;+;D;12874.00;CLIENT;0;SI_AMT_FACTURE
707000;;+;C;10728.00;PRODUIT;1;
445710;;+;C;2146.00;GESTION;2;
411150;0328297W;+;D;10252.00;CLIENT;0;SI_AMT_FACTURE
707000;;+;C;8543.00;PRODUIT;1;
445710;;+;C;1709.00;GESTION;2;
411150;0328297W;+;D;12025.00;CLIENT;0;SI_AMT_FACTURE
707000;;+;C;10021.00;PRODUIT;1;
445710;;+;C;2004.00;GESTION;2;
411150;0328297W;+;D;4484.00;CLIENT;0;SI_AMT_FACTURE
707000;;+;C;3737.00;PRODUIT;1;
445710;;+;C;747.00;GESTION;2;
411150;0065898H;+;D;56436.00;CLIENT;0;SI_AMT_FACTURE
707000;;+;C;47030.00;PRODUIT;1;
445710;;+;C;9406.00;GESTION;2;
411150;0568916S;+;D;9363.00;CLIENT;0;SI_AMT_FACTURE
707000;;+;C;7803.00;PRODUIT;1;
445710;;+;C;1560.00;GESTION;2;
411150;0065898H;+;D;20208.00;CLIENT;0;SI_AMT_FACTURE
707000;;+;C;16840.00;PRODUIT;1;
445710;;+;C;3368.00;GESTION;2;
411150;0065898H;+;D;8362.00;CLIENT;0;SI_AMT_FACTURE
707000;;+;C;6968.00;PRODUIT;1;
445710;;+;C;1394.00;GESTION;2;
411100;0577707M;+;D;125375.00;CLIENT;0;SI_AMT_FACTURE
706601;;+;C;104479.00;PRODUIT;1;
445715;;+;C;20896.00;GESTION;2;
411100;0577711Q;+;D;67165.00;CLIENT;0;SI_AMT_FACTURE
706601;;+;C;55971.00;PRODUIT;1;
445715;;+;C;11194.00;GESTION;2;
411150;0467774N;+;D;10003.00;CLIENT;0;SI_AMT_FACTURE
707000;;+;C;8336.00;PRODUIT;1;
445710;;+;C;1667.00;GESTION;2;
411150;0467774N;+;D;17577.00;CLIENT;0;SI_AMT_FACTURE
707000;;+;C;14647.00;PRODUIT;1;
445710;;+;C;2930.00;GESTION;2;
411150;0065898H;+;D;32470.00;CLIENT;0;SI_AMT_FACTURE
707000;;+;C;27058.00;PRODUIT;1;
445710;;+;C;5412.00;GESTION;2;
411100;0579983I;+;D;113992.00;CLIENT;0;SI_AMT_FACTURE
706601;;+;C;94993.00;PRODUIT;1;
445715;;+;C;18999.00;GESTION;2;
411150;0471474I;+;D;22563.00;CLIENT;0;SI_AMT_FACTURE
707000;;+;C;18803.00;PRODUIT;1;
445710;;+;C;3760.00;GESTION;2;
411150;0471474I;+;D;6492.00;CLIENT;0;SI_AMT_FACTURE
707000;;+;C;5410.00;PRODUIT;1;
445710;;+;C;1082.00;GESTION;2;
411150;0471474I;+;D;19385.00;CLIENT;0;SI_AMT_FACTURE
707000;;+;C;16154.00;PRODUIT;1;
445710;;+;C;3231.00;GESTION;2;
411150;0568916S;+;D;11546.00;CLIENT;0;SI_AMT_FACTURE
707000;;+;C;9622.00;PRODUIT;1;
445710;;+;C;1924.00;GESTION;2;
411150;0568916S;+;D;9168.00;CLIENT;0;SI_AMT_FACTURE
707000;;+;C;7640.00;PRODUIT;1;
445710;;+;C;1528.00;GESTION;2;
411150;0568916S;+;D;8483.00;CLIENT;0;SI_AMT_FACTURE
707000;;+;C;7069.00;PRODUIT;1;
445710;;+;C;1414.00;GESTION;2;
411150;0568916S;+;D;4582.00;CLIENT;0;SI_AMT_FACTURE
707000;;+;C;3818.00;PRODUIT;1;
445710;;+;C;764.00;GESTION;2;
411150;0568916S;+;D;17230.00;CLIENT;0;SI_AMT_FACTURE
707000;;+;C;14358.00;PRODUIT;1;
445710;;+;C;2872.00;GESTION;2;
411150;0568916S;+;D;7658.00;CLIENT;0;SI_AMT_FACTURE
707000;;+;C;6382.00;PRODUIT;1;
445710;;+;C;1276.00;GESTION;2;
411150;0568916S;+;D;3740.00;CLIENT;0;SI_AMT_FACTURE
707000;;+;C;3117.00;PRODUIT;1;
445710;;+;C;623.00;GESTION;2;
411150;0467774N;+;D;4418.00;CLIENT;0;SI_AMT_FACTURE
707000;;+;C;3682.00;PRODUIT;1;
445710;;+;C;736.00;GESTION;2;
411150;0467774N;+;D;15466.00;CLIENT;0;SI_AMT_FACTURE
707000;;+;C;12888.00;PRODUIT;1;
445710;;+;C;2578.00;GESTION;2;
411150;0467774N;+;D;10963.00;CLIENT;0;SI_AMT_FACTURE
707000;;+;C;9136.00;PRODUIT;1;
445710;;+;C;1827.00;GESTION;2;
411150;0568916S;+;D;15378.00;CLIENT;0;SI_AMT_FACTURE
707000;;+;C;12815.00;PRODUIT;1;
445710;;+;C;2563.00;GESTION;2;
411150;0568916S;+;D;8708.00;CLIENT;0;SI_AMT_FACTURE
707000;;+;C;7257.00;PRODUIT;1;
445710;;+;C;1451.00;GESTION;2;
411150;0467774N;+;D;14034.00;CLIENT;0;SI_AMT_FACTURE
