guid;fichier_source;nb_dk;nb_dk_fin01;nb_oracle_source;montant_dk_entete;montant_dk;montant_dk_fin01_entete;montant_dk_fin01;montant_oracle_source;euro_lines;statut_lignes;statut_montant
41d69a9ed07d41458de43af9034cf6fc;DK_FIN01_30003-0459DRWGPE-20260915-49040622_20260915-050221.txt;;3;3;;;3078910;3078910;3078910;1;OK;OK
41d69a9ed07d41458de43af9034cf6fc;DK_FIN01_30003-0460DLSGPE-20260915-49040622_20260915-050221.txt;;5;5;;;17301597;17301597;17301597;1;OK;OK
41d69a9ed07d41458de43af9034cf6fc;DK_FIN01_30003-0461DEWGPE-20260915-49040622_20260915-050221.txt;;2;2;;;1401320;1401320;1401320;1;OK;OK
41d69a9ed07d41458de43af9034cf6fc;DK_FIN01_30003-0470DNAGPE-20260915-49040622_20260915-050221.txt;;1;1;;;4120223;4120223;4120223;1;OK;OK
41d69a9ed07d41458de43af9034cf6fc;DK_FIN01_30003-0475DSWGPE-20260915-49040622_20260915-050221.txt;;3;3;;;7862859;7862859;7862859;1;OK;OK
41d69a9ed07d41458de43af9034cf6fc;DK_FIN01_30003-0476DEWGPE-20260915-49040622_20260915-050221.txt;;2;2;;;3376983;3376983;3376983;1;OK;OK
41d69a9ed07d41458de43af9034cf6fc;DK_FIN01_30003-0478DCWGPE-20260915-49040622_20260915-050221.txt;;2;2;;;4431542;4431542;4431542;1;OK;OK
41d69a9ed07d41458de43af9034cf6fc;DK_FIN01_30003-0479DCWGPE-20260915-49040622_20260915-050221.txt;;3;3;;;5390022;5390022;5390022;1;OK;OK
41d69a9ed07d41458de43af9034cf6fc;DK_FIN01_30003-0480DEWGPE-20260915-49040622_20260915-050221.txt;;2;2;;;17260655;17260655;17260655;1;OK;OK
41d69a9ed07d41458de43af9034cf6fc;DK_FIN01_30003-0484DRWGPE-20260915-49040622_20260915-050221.txt;;2;2;;;4370650;4370650;4370650;1;OK;OK
41d69a9ed07d41458de43af9034cf6fc;DK_FIN01_30003-0486DSWGPE-20260915-49040622_20260915-050221.txt;;2;2;;;1199600;1199600;1199600;1;OK;OK
41d69a9ed07d41458de43af9034cf6fc;DK_FIN01_30003-0490DEWGPE-20260915-49040622_20260915-050221.txt;;2;2;;;4989943;4989943;4989943;1;OK;OK
41d69a9ed07d41458de43af9034cf6fc;DK_FIN01_30003-0490DLSGPE-20260915-49040622_20260915-050221.txt;;1;1;;;57600;57600;57600;1;OK;OK
41d69a9ed07d41458de43af9034cf6fc;DK_FIN01_30003-0490DMSGPE-20260915-49040622_20260915-050221.txt;;1;1;;;2157299;2157299;2157299;1;OK;OK
41d69a9ed07d41458de43af9034cf6fc;DK_FIN01_30003-0490DNAGPE-20260915-49040622_20260915-050221.txt;;1;1;;;466414;466414;466414;1;OK;OK
41d69a9ed07d41458de43af9034cf6fc;DK_FIN01_30003-0490DOSGPE-20260915-49040622_20260915-050221.txt;;2;2;;;347477851;347477851;347477851;1;OK;OK
41d69a9ed07d41458de43af9034cf6fc;DK_FIN01_30003-0490DRWGPE-20260915-49040622_20260915-050221.txt;;4;4;;;26489823;26489823;26489823;1;OK;OK
41d69a9ed07d41458de43af9034cf6fc;DK_FIN01_30003-0490DSWGPE-20260915-49040622_20260915-050221.txt;;3;3;;;15547352;15547352;15547352;1;OK;OK
41d69a9ed07d41458de43af9034cf6fc;DK_FIN01_30003-0492DRWGPE-20260915-49040622_20260915-050221.txt;;3;3;;;4855401;4855401;4855401;1;OK;OK
41d69a9ed07d41458de43af9034cf6fc;DK_FIN01_30003-0493DSWGPE-20260915-49040622_20260915-050221.txt;;1;1;;;17497535;17497535;17497535;1;OK;OK
41d69a9ed07d41458de43af9034cf6fc;DK_FIN01_30003-0498DMSGPE-20260915-49040622_20260915-050221.txt;;1;1;;;20392413;20392413;20392413;1;OK;OK
41d69a9ed07d41458de43af9034cf6fc;DK_FIN01_30003-0511DLSGPE-20260915-49040622_20260915-050221.txt;;3;3;;;11398962;11398962;11398962;1;OK;OK
41d69a9ed07d41458de43af9034cf6fc;DK_FIN01_30003-0511DNAGPE-20260915-49040622_20260915-050221.txt;;2;2;;;59089079;59089079;59089079;1;OK;OK
41d69a9ed07d41458de43af9034cf6fc;DK_FIN01_30003-0514DNAGPE-20260915-49040622_20260915-050221.txt;;4;4;;;6498050;6498050;6498050;1;OK;OK
41d69a9ed07d41458de43af9034cf6fc;DK_FIN01_30003-0515DMSGPE-20260915-49040622_20260915-050221.txt;;2;2;;;2063705;2063705;2063705;1;OK;OK
41d69a9ed07d41458de43af9034cf6fc;DK_FIN01_30003-0523DSWGPE-20260915-49040622_20260915-050221.txt;;6;6;;;49936682;49936682;49936682;1;OK;OK
41d69a9ed07d41458de43af9034cf6fc;DK_FIN01_30003-0525DSWGPE-20260915-49040622_20260915-050221.txt;;2;2;;;2381833;2381833;2381833;1;OK;OK
41d69a9ed07d41458de43af9034cf6fc;DK_FIN01_30003-0531DRWGPE-20260915-49040622_20260915-050221.txt;;2;2;;;10880143;10880143;10880143;1;OK;OK
41d69a9ed07d41458de43af9034cf6fc;DK_FIN01_30003-0532DNAGPE-20260915-49040622_20260915-050221.txt;;1;1;;;3215;3215;3215;1;OK;OK
41d69a9ed07d41458de43af9034cf6fc;DK_FIN01_30003-0534DSWGPE-20260915-49040622_20260915-050221.txt;;6;6;;;18894526;18894526;18894526;1;OK;OK
41d69a9ed07d41458de43af9034cf6fc;DK_FIN01_30003-0538DCWGPE-20260915-49040622_20260915-050221.txt;;3;3;;;10620883;10620883;10620883;1;OK;OK
41d69a9ed07d41458de43af9034cf6fc;DK_FIN01_30003-0539DMSGPE-20260915-49040622_20260915-050221.txt;;2;2;;;4091875;4091875;4091875;1;OK;OK
41d69a9ed07d41458de43af9034cf6fc;DK_FIN01_30003-0539DNAGPE-20260915-49040622_20260915-050221.txt;;1;1;;;4668415;4668415;4668415;1;OK;OK
41d69a9ed07d41458de43af9034cf6fc;DK_FIN01_30003-0539DRWGPE-20260915-49040622_20260915-050221.txt;;1;1;;;5963465;5963465;5963465;1;OK;OK
41d69a9ed07d41458de43af9034cf6fc;DK_FIN01_30003-0539DSWGPE-20260915-49040622_20260915-050221.txt;;2;2;;;9461333;9461333;9461333;1;OK;OK
41d69a9ed07d41458de43af9034cf6fc;DK_FIN01_30003-0540DCWGPE-20260915-49040622_20260915-050221.txt;;2;2;;;5921125;5921125;5921125;1;OK;OK
41d69a9ed07d41458de43af9034cf6fc;DK_FIN01_30003-0542DSWGPE-20260915-49040622_20260915-050221.txt;;2;2;;;58827580;58827580;58827580;1;OK;OK
41d69a9ed07d41458de43af9034cf6fc;DK_FIN01_30003-0551DRWGPE-20260915-49040622_20260915-050221.txt;;4;4;;;109863866;109863866;109863866;1;OK;OK
41d69a9ed07d41458de43af9034cf6fc;DK_FIN01_30003-0553DSWGPE-20260915-49040622_20260915-050221.txt;;3;3;;;11701884;11701884;11701884;1;OK;OK
41d69a9ed07d41458de43af9034cf6fc;DK_FIN01_30003-0557DSWGPE-20260915-49040622_20260915-050221.txt;;4;4;;;8400730;8400730;8400730;1;OK;OK
41d69a9ed07d41458de43af9034cf6fc;DK_FIN01_30003-0558DMSGPE-20260915-49040622_20260915-050221.txt;;3;3;;;13028050;13028050;13028050;1;OK;OK
41d69a9ed07d41458de43af9034cf6fc;DK_FIN01_30003-0560DRWGPE-20260915-49040622_20260915-050221.txt;;2;2;;;624393737;624393737;624393737;1;OK;OK
41d69a9ed07d41458de43af9034cf6fc;DK_FIN01_30003-0577DRWGPE-20260915-49040622_20260915-050221.txt;;5;5;;;15004075;15004075;15004075;1;OK;OK
41d69a9ed07d41458de43af9034cf6fc;DK_FIN01_30003-0578DSWGPE-20260915-49040622_20260915-050221.txt;;2;2;;;2005370;2005370;2005370;1;OK;OK
41d69a9ed07d41458de43af9034cf6fc;DK_FIN01_30003-0597EPSGPE-20260915-49040622_20260915-050221.txt;;1;1;;;545158786;545158786;545158786;1;OK;OK
41d69a9ed07d41458de43af9034cf6fc;DK_FIN01_30003-0653DRWGPE-20260915-49040622_20260915-050221.txt;;2;2;;;754482;754482;754482;1;OK;OK
41d69a9ed07d41458de43af9034cf6fc;DK_FIN01_30003-0656DSWGPE-20260915-49040622_20260915-050221.txt;;3;3;;;6665649;6665649;6665649;1;OK;OK
41d69a9ed07d41458de43af9034cf6fc;DK_FIN01_30003-0658DOSGPE-20260915-49040622_20260915-050221.txt;;4;4;;;16579322;16579322;16579322;1;OK;OK
41d69a9ed07d41458de43af9034cf6fc;DK_FIN01_30003-0671DMSGPE-20260915-49040622_20260915-050221.txt;;2;2;;;4415664;4415664;4415664;1;OK;OK
41d69a9ed07d41458de43af9034cf6fc;DK_FIN01_30003-0675DEWGPE-20260915-49040622_20260915-050221.txt;;2;2;;;11644528;11644528;11644528;1;OK;OK
41d69a9ed07d41458de43af9034cf6fc;DK_FIN01_30003-0683DSWGPE-20260915-49040622_20260915-050221.txt;;4;4;;;26929196;26929196;26929196;1;OK;OK
41d69a9ed07d41458de43af9034cf6fc;DK_FIN01_30003-0684DEWGPE-20260915-49040622_20260915-050221.txt;;3;3;;;1548406;1548406;1548406;1;OK;OK
41d69a9ed07d41458de43af9034cf6fc;DK_FIN01_30003-0691DEWGPE-20260915-49040622_20260915-050221.txt;;6;6;;;19593743;19593743;19593743;1;OK;OK
41d69a9ed07d41458de43af9034cf6fc;DK_FIN01_30003-0691DNAGPE-20260915-49040622_20260915-050221.txt;;4;4;;;123883035;123883035;123883035;1;OK;OK
41d69a9ed07d41458de43af9034cf6fc;DK_FIN01_30003-0693DCWGPE-20260915-49040622_20260915-050221.txt;;5;5;;;68745849;68745849;68745849;1;OK;OK
41d69a9ed07d41458de43af9034cf6fc;DK_FIN01_30003-0713DNAGPE-20260915-49040622_20260915-050221.txt;;2;2;;;2378747;2378747;2378747;1;OK;OK
41d69a9ed07d41458de43af9034cf6fc;DK_FIN01_30003-0739DOSGPE-20260915-49040622_20260915-050221.txt;;2;2;;;12383347;12383347;12383347;1;OK;OK
41d69a9ed07d41458de43af9034cf6fc;DK_FIN01_30003-0744DSWGPE-20260915-49040622_20260915-050221.txt;;2;2;;;2176017;2176017;2176017;1;OK;OK
41d69a9ed07d41458de43af9034cf6fc;DK_FIN01_30003-0804DOSGPE-20260915-49040622_20260915-050221.txt;;3;3;;;5527667;5527667;5527667;1;OK;OK
41d69a9ed07d41458de43af9034cf6fc;DK_FIN01_30003-0808DSWGPE-20260915-49040622_20260915-050221.txt;;3;3;;;4452986;4452986;4452986;1;OK;OK
41d69a9ed07d41458de43af9034cf6fc;DK_FIN01_30003-0820DNAGPE-20260915-49040622_20260915-050221.txt;;4;4;;;161578649;161578649;161578649;1;OK;OK
41d69a9ed07d41458de43af9034cf6fc;DK_FIN01_30003-0829DNAGPE-20260915-49040622_20260915-050221.txt;;2;2;;;1125180;1125180;1125180;1;OK;OK
41d69a9ed07d41458de43af9034cf6fc;DK_FIN01_30003-0844DRWGPE-20260915-49040622_20260915-050221.txt;;2;2;;;18528222;18528222;18528222;1;OK;OK
41d69a9ed07d41458de43af9034cf6fc;DK_FIN01_30003-0854DCWGPE-20260915-49040622_20260915-050221.txt;;2;2;;;4647557;4647557;4647557;1;OK;OK
41d69a9ed07d41458de43af9034cf6fc;DK_FIN01_30003-0854DMSGPE-20260915-49040622_20260915-050221.txt;;1;1;;;17923;17923;17923;1;OK;OK
41d69a9ed07d41458de43af9034cf6fc;DK_FIN01_30003-0854DRWGPE-20260915-49040622_20260915-050221.txt;;1;1;;;1369474;1369474;1369474;1;OK;OK
41d69a9ed07d41458de43af9034cf6fc;DK_FIN01_30003-0868DMSGPE-20260915-49040622_20260915-050221.txt;;3;3;;;2822011;2822011;2822011;1;OK;OK
41d69a9ed07d41458de43af9034cf6fc;DK_FIN01_30003-0930DEWGPE-20260915-49040622_20260915-050221.txt;;3;3;;;3426290;3426290;3426290;1;OK;OK
41d69a9ed07d41458de43af9034cf6fc;DK_FIN01_30004-0001DCWGPE-20260915-49040622_20260915-050221.txt;;22;22;;;465628958;465628958;465628958;1;OK;OK
41d69a9ed07d41458de43af9034cf6fc;DK_FIN01_30004-0001DEWGPE-20260915-49040622_20260915-050221.txt;;14;14;;;253865179;253865179;253865179;1;OK;OK
41d69a9ed07d41458de43af9034cf6fc;DK_FIN01_30004-0001DLSGPE-20260915-49040622_20260915-050221.txt;;16;16;;;294690013;294690013;294690013;1;OK;OK
41d69a9ed07d41458de43af9034cf6fc;DK_FIN01_30004-0001DMSGPE-20260915-49040622_20260915-050221.txt;;24;24;;;508471045;508471045;508471045;1;OK;OK
41d69a9ed07d41458de43af9034cf6fc;DK_FIN01_30004-0001DNAGPE-20260915-49040622_20260915-050221.txt;;14;14;;;444979099;444979099;444979099;1;OK;OK
41d69a9ed07d41458de43af9034cf6fc;DK_FIN01_30004-0001DOSGPE-20260915-49040622_20260915-050221.txt;;1;1;;;1370266;1370266;1370266;1;OK;OK
41d69a9ed07d41458de43af9034cf6fc;DK_FIN01_30004-0001DRWGPE-20260915-49040622_20260915-050221.txt;;31;31;;;571286662;571286662;571286662;1;OK;OK
41d69a9ed07d41458de43af9034cf6fc;DK_FIN01_30004-0001DSWGPE-20260915-49040622_20260915-050221.txt;;30;30;;;733610356;733610356;733610356;1;OK;OK
41d69a9ed07d41458de43af9034cf6fc;DK_FIN01_30004-0013DLSGPE-20260915-49040622_20260915-050221.txt;;3;3;;;32453842;32453842;32453842;1;OK;OK
41d69a9ed07d41458de43af9034cf6fc;DK_FIN01_30004-0028DRWGPE-20260915-49040622_20260915-050221.txt;;4;4;;;23294378;23294378;23294378;1;OK;OK
41d69a9ed07d41458de43af9034cf6fc;DK_FIN01_30004-0070DRWGPE-20260915-49040622_20260915-050221.txt;;3;3;;;4223195;4223195;4223195;1;OK;OK
41d69a9ed07d41458de43af9034cf6fc;DK_FIN01_30004-0078DSWGPE-20260915-49040622_20260915-050221.txt;;3;3;;;5370719;5370719;5370719;1;OK;OK
41d69a9ed07d41458de43af9034cf6fc;DK_FIN01_30004-0079DCWGPE-20260915-49040622_20260915-050221.txt;;4;4;;;2530416;2530416;2530416;1;OK;OK
41d69a9ed07d41458de43af9034cf6fc;DK_FIN01_30004-0102DMSGPE-20260915-49040622_20260915-050221.txt;;4;4;;;18553108;18553108;18553108;1;OK;OK
41d69a9ed07d41458de43af9034cf6fc;DK_FIN01_30004-0113DSWGPE-20260915-49040622_20260915-050221.txt;;2;2;;;5731341;5731341;5731341;1;OK;OK
41d69a9ed07d41458de43af9034cf6fc;DK_FIN01_30004-0119DOSGPE-20260915-49040622_20260915-050221.txt;;4;4;;;137103045;137103045;137103045;1;OK;OK
41d69a9ed07d41458de43af9034cf6fc;DK_FIN01_30004-0125DEWGPE-20260915-49040622_20260915-050221.txt;;1;1;;;829912;829912;829912;1;OK;OK
41d69a9ed07d41458de43af9034cf6fc;DK_FIN01_30004-0131DCWGPE-20260915-49040622_20260915-050221.txt;;5;5;;;13165099;13165099;13165099;1;OK;OK
41d69a9ed07d41458de43af9034cf6fc;DK_FIN01_30004-0140DLSGPE-20260915-49040622_20260915-050221.txt;;1;1;;;61650678;61650678;61650678;1;OK;OK
41d69a9ed07d41458de43af9034cf6fc;DK_FIN01_30004-0149DSWGPE-20260915-49040622_20260915-050221.txt;;2;2;;;9585365;9585365;9585365;1;OK;OK
41d69a9ed07d41458de43af9034cf6fc;DK_FIN01_30004-0166DCWGPE-20260915-49040622_20260915-050221.txt;;6;6;;;57219117;57219117;57219117;1;OK;OK
41d69a9ed07d41458de43af9034cf6fc;DK_FIN01_30004-0167DRWGPE-20260915-49040622_20260915-050221.txt;;5;5;;;43445274;43445274;43445274;1;OK;OK
41d69a9ed07d41458de43af9034cf6fc;DK_FIN01_30004-0184DRWGPE-20260915-49040622_20260915-050221.txt;;4;4;;;79346799;79346799;79346799;1;OK;OK
41d69a9ed07d41458de43af9034cf6fc;DK_FIN01_30004-0283DNAGPE-20260915-49040622_20260915-050221.txt;;4;4;;;6421911;6421911;6421911;1;OK;OK
41d69a9ed07d41458de43af9034cf6fc;DK_FIN01_30004-0284DEWGPE-20260915-49040622_20260915-050221.txt;;3;3;;;9628536;9628536;9628536;1;OK;OK
41d69a9ed07d41458de43af9034cf6fc;DK_FIN01_30004-0286DMSGPE-20260915-49040622_20260915-050221.txt;;4;4;;;8114502;8114502;8114502;1;OK;OK
41d69a9ed07d41458de43af9034cf6fc;DK_FIN01_30004-0300DMSGPE-20260915-49040622_20260915-050221.txt;;2;2;;;16689216;16689216;16689216;1;OK;OK
41d69a9ed07d41458de43af9034cf6fc;DK_FIN01_30004-0326DRWGPE-20260915-49040622_20260915-050221.txt;;2;2;;;14600458;14600458;14600458;1;OK;OK
41d69a9ed07d41458de43af9034cf6fc;DK_FIN01_30004-0330DSWGPE-20260915-49040622_20260915-050221.txt;;2;2;;;8842748;8842748;8842748;1;OK;OK
41d69a9ed07d41458de43af9034cf6fc;DK_FIN01_30004-0346DSWGPE-20260915-49040622_20260915-050221.txt;;4;4;;;17057681;17057681;17057681;1;OK;OK
41d69a9ed07d41458de43af9034cf6fc;DK_FIN01_30004-0349DNAGPE-20260915-49040622_20260915-050221.txt;;3;3;;;20086206;20086206;20086206;1;OK;OK
41d69a9ed07d41458de43af9034cf6fc;DK_FIN01_30004-0351DSWGPE-20260915-49040622_20260915-050221.txt;;2;2;;;1897920;1897920;1897920;1;OK;OK
41d69a9ed07d41458de43af9034cf6fc;DK_FIN01_30004-0355DSWGPE-20260915-49040622_20260915-050221.txt;;3;3;;;3023265;3023265;3023265;1;OK;OK
41d69a9ed07d41458de43af9034cf6fc;DK_FIN01_30004-0356DMSGPE-20260915-49040622_20260915-050221.txt;;3;3;;;6825298;6825298;6825298;1;OK;OK
41d69a9ed07d41458de43af9034cf6fc;DK_FIN01_30004-0358DLSGPE-20260915-49040622_20260915-050221.txt;;4;4;;;38209473;38209473;38209473;1;OK;OK
41d69a9ed07d41458de43af9034cf6fc;DK_FIN01_30004-0359DLSGPE-20260915-49040622_20260915-050221.txt;;4;4;;;2261826;2261826;2261826;1;OK;OK
41d69a9ed07d41458de43af9034cf6fc;DK_FIN01_30004-0361DMSGPE-20260915-49040622_20260915-050221.txt;;2;2;;;1429370;1429370;1429370;1;OK;OK
41d69a9ed07d41458de43af9034cf6fc;DK_FIN01_30004-0362DRWGPE-20260915-49040622_20260915-050221.txt;;6;6;;;11305414;11305414;11305414;1;OK;OK
41d69a9ed07d41458de43af9034cf6fc;DK_FIN01_30004-0363DMSGPE-20260915-49040622_20260915-050221.txt;;5;5;;;73185528;73185528;73185528;1;OK;OK
41d69a9ed07d41458de43af9034cf6fc;DK_FIN01_30004-0373DSWGPE-20260915-49040622_20260915-050221.txt;;1;1;;;6519986;6519986;6519986;1;OK;OK
